,conversation_id,uc5,outcome,uc4,sender_id,user_message,bot_message,created_time
209,163,,,,3362618307091539,Get Started,"Chào Tieu Cong Thang, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-06-09T02:47:32+0000
210,163,uc_s5.2,,,3362618307091539,ghế xe ô tô giá dưới 5 tr,Sản phẩm bạn đang tìm có phải là?,2020-06-09T02:48:37+0000
211,163,,,,3362618307091539,Ghế Ô Tô,"Sản phẩm  Ghế Ô Tô giá dưới 5 tr  có giá bán thấp nhất từ: *4,320,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",2020-06-09T02:49:13+0000
212,163,,,,1454523434857990,,,
213,163,uc_s5.2,,,3362618307091539,Ghế xe ô tô giá dưới 7 tr,"Sản phẩm  Ghế Ô Tô giá dưới 7 tr  có giá bán thấp nhất từ: *6,342,300 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",2020-06-09T02:50:21+0000
214,163,,,,1454523434857990,,Hiện tại sản phẩm Ghế Ô Tô giá dưới 7 tr  shop đang có những *hãng sản xuất* sau ạ:,
215,163,,,,3362618307091539,sao cũng được,,2020-06-09T02:51:23+0000
216,163,,,,3362618307091539,ghế ngồi ăn trên xe ô tô,bé nhà a bn tháng r ạ,2020-06-09T02:52:16+0000
217,167,,,uc_s4.1,3147916835257493,Bên mình còn phao cổ k ạ,https://shopee.vn/Phao-c%E1%BB%95-Baby-Hop-CH%C3%8DNH-H%C3%83NG-i.36371562.947130771,2020-06-09T04:56:47+0000
218,167,,,,3147916835257493,Còn size cho bé 6m 7kg k ạ,,2020-06-09T06:58:37+0000
219,167,,,,3147916835257493,Màu xanh ạ,mình ko còn size nhỏ r ạ,2020-06-09T06:58:40+0000
220,173,,silence,uc_s4.2,1925499867577574,Shop còn bán máy pha sữa Tiny baby ko,mk ko còn ạ,2020-06-09T08:55:12+0000
221,181,uc_s5.2,,,1955625604563999,Xe lắc chòi chân holla giá bn vậy shop,dạ 779k ạ,2020-06-09T15:56:33+0000
222,194,uc_s5.1,,,1474871625902822,Cho mình giá của thanh chắn cầu thang nghen shop,Hiện tại sản phẩm Thanh Nối Chặn   shop đang có những *giá* sau ạ:,2020-06-10T05:47:01+0000
223,194,,,,1474871625902822,Và giá tông đơ doux,,2020-06-10T05:56:10+0000
224,194,,,,1474871625902822,Giá ntn ạ,Có phải bạn muốn hỏi hãng sản xuất sau không ạ?,2020-06-10T05:56:19+0000
225,194,,shipping_order,,1474871625902822,Minhd muốn xin giá của thanh chắn và tông đơ,,2020-06-10T05:58:17+0000
226,194,,,,1474871625902822,,Sản phẩm bạn đang tìm có phải là?,2020-06-10T05:58:19+0000
227,194,,silence,,1474871625902822,Thanh Chắn Giường,Hiện tại sản phẩm Thanh Chắn Giường   shop đang có những *giá* sau ạ:,2020-06-10T06:01:05+0000
228,194,,,,1474871625902822,Thanh chắn cầu thang chứ,Hiện tại sản phẩm Thanh Nối Chặn   shop đang có những *giá* sau ạ:,2020-06-10T06:01:31+0000
229,194,,,,1474871625902822,100K - 500K,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,2020-06-10T06:02:34+0000
230,194,,shipping_order,,1454523434857990,,,
231,196,,,,2925795474207970,Get Started,,2020-06-10T07:00:02+0000
232,196,,,,2925795474207970,Hi shop,"Chào Do Thu Trang, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-06-10T07:00:06+0000
233,196,uc_s5.2,,,2925795474207970,Cho m xin báo giá xe lắc holla,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-06-10T07:00:19+0000
234,196,,,,1454523434857990,,"Sản phẩm  Xe Chòi Chân hãng sản xuất Holla  có giá bán thấp nhất từ: *510,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",
235,196,,,,1454523434857990,,,
236,216,,,,2705623442806274,/restart,,2020-06-10T02:56:41+0000
237,216,,,,2705623442806274,/restart,,2020-06-10T02:57:20+0000
238,216,,,uc_s4.2,2705623442806274,Bên shop còn máy pha sữa tiny baby ko,Có phải bạn muốn hỏi hãng sản xuất sau không ạ?,2020-06-10T02:57:42+0000
239,216,,,,2705623442806274,/restart,,2020-06-11T06:11:53+0000
240,216,,silence,,2705623442806274,giá bao nhiêu shop,,2020-06-11T06:12:00+0000
241,216,,,,2705623442806274,,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,2020-06-11T06:12:02+0000
242,216,,,,2705623442806274,cái này giá bao nhiêu,,2020-06-11T06:12:23+0000
243,216,,silence,,2705623442806274,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-06-11T06:12:25+0000
244,216,,,,1454523434857990,,,
245,216,,silence,,1454523434857990,,...,
246,216,,,,2705623442806274,cái này,"Dạ, sản phẩm hiện tại bên shop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!",2020-06-11T06:12:46+0000
247,219,,silence,uc_s4.1,2046348648739431,Shop ơi còn đàn này ko,dạ mình còn hàng nha bạn,2020-06-11T04:28:56+0000
248,219,,,,2046348648739431,Ship cho em 1 đàn đến 36 trần quốc toản quận hải châu đà nẵng nhé,,2020-06-11T06:40:46+0000
249,219,,other,,2046348648739431,0935793977,,2020-06-11T06:40:50+0000
250,219,,,,2046348648739431,Gửi lại hình giúp em nhé,"Dạ địa chỉ này Đặng Ngọc Tú Uyên vui lòng chuyển khoản 50% hoặc 100% giá trị đơn hàng dùm mình-bên mình gửi VIETELL
Bạn ck tiền hàng - tiền ship bạn thanh toán khi nhận ạ .
Hoặc bạn đặt shopee nếu cần COD
https://shopee.vn/shopgaubingo",2020-06-11T06:41:04+0000
251,219,,,,2046348648739431,Cho em stk nhé,"❌ 0611001928974 - VietcomBank chi nhánh Ba Đình. Nguyễn Lê Thuỷ


Nội dung chuyển khoản Đặng Ngọc Tú Uyên  ghi rõ Tên Facebook + số điện thoại và nhắn lại bên mình sau khi CK nhé.",2020-06-11T08:08:42+0000
252,222,,other,uc_s4.2,3199786623437583,Bên mình còn xe đẩy đảo chiều vinng ko,mình không còn ạ,2020-06-11T18:03:15+0000
253,229,uc_s5.2,,,3124583800887634,Add cho em hỏi giá ghế umoo,dạ 570k ạ,2020-06-12T01:57:11+0000
254,229,,,,3124583800887634,Hanbei thì sao add,450k ạ,2020-06-12T01:58:15+0000
255,229,,,,3124583800887634,Ship tây ninh nhiêu add,khoảng trên dưới 100k ạk,2020-06-12T02:00:20+0000
256,236,,,,3034624113311743,Bắt đầu,,2020-06-12T06:59:32+0000
257,236,,,,3034624113311743,Quây cao cấp hình ngôi nhà Toys House CHÍNH HÃNG TH319-142B,"Chào Hoang Anh Kim, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-06-12T06:59:35+0000
258,236,,silence,uc_s4.1,3034624113311743,bên mình còn hàng này ko em ?,"Sản phẩm  Quây góc vuông cánh nhỏ hình ngôi nhà hãng sản xuất Toys House  có giá bán thấp nhất từ: *1,040,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",2020-06-12T06:59:45+0000
259,236,,,,1454523434857990,,,
260,236,,,,1454523434857990,,"Sản phẩm  Quây góc vuông cánh nhỏ hình ngôi nhà hãng sản xuất Toys House  có giá bán thấp nhất từ: *1,040,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",
261,236,,,,1454523434857990,,,
262,236,,,,3034624113311743,Quây Toys House,,2020-06-12T07:09:16+0000
263,236,,,,3034624113311743,tư vấn em ơi,"Sản phẩm  Quây góc vuông cánh nhỏ hình ngôi nhà hãng sản xuất Toys House  có giá bán thấp nhất từ: *1,040,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",2020-06-12T07:09:21+0000
264,236,,silence,,1454523434857990,,,
265,236,,,,1454523434857990,,"Mẫu NGÔI NHÀ - Quây bóng Toys House gồm 3 size.

. Kích thước 100cm x 132cm x 60cm (gồm 11 cánh và 1 cửa) 
-Gấu & Bí Ngô KM chỉ #990k

. Kích thước 132cm x 132cm x 60cm (gồm 13 cánh và 1 cửa)- Gấu & Bí Ngô KM chỉ #1290k

 Kích thước 132cm x 165cm x 60cm(gồm 15 cánh và 1 cửa ) -Gấu & Bí Ngô KM chỉ #1390k


Ảnh thật đây ạ: https://www.facebook.com/1454523434857990/posts/2191143281195998?sfns=mo

NẾU CÁC MẸ MUỐN FREE SHIP TOÀN QUỐC ĐẶT LINK DƯỚI DÙM MÌNH NHE : 
https://tiki.vn/quay-cao-cap-hinh-ngoi-nha-toys-house-chinh-hang-th319-102b-p48489553.html?src=search&2hi=0&keyword=Qu%C3%A2y+cao+c%E1%BA%A5p+h%C3%ACnh+ng%C3%B4i+nh%C3%A0+Toys+House+CH%C3%8DNH+H%C3%83NG

https://tiki.vn/quay-cao-cap-hinh-ngoi-nha-toys-house-chinh-hang-th319-122b-p48490900.html?src=search&2hi=0&keyword=Qu%C3%A2y+cao+c%E1%BA%A5p+h%C3%ACnh+ng%C3%B4i+nh%C3%A0+Toys+House+CH%C3%8DNH+H%C3%83NG

https://tiki.vn/quay-cao-cap-hinh-ngoi-nha-toys-house-chinh-hang-th319-142b-p48490570.html?src=search&2hi=0&keyword=Qu%C3%A2y+cao+c%E1%BA%A5p+h%C3%ACnh+ng%C3%B4i+nh%C3%A0+Toys+House+CH%C3%8DNH+H%C3%83NG",
266,242,,,,3922952747778447,Get Started,"Chào Liên Nguyễn, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-06-12T09:06:58+0000
267,242,,,uc_s4.2,3922952747778447,Chị ơi chị còn máy xay hấp babycook hoặc fatz k ạ?,"Sản phẩm  Máy Xay hãng sản xuất Fatz  có giá bán thấp nhất từ: *1,050,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",2020-06-12T09:07:23+0000
268,242,,,,1454523434857990,,,
269,246,uc_s5.2,other,,2262293830555829,Xe day beleco bn vay shop,mình không còn ạ,2020-06-13T00:36:57+0000
270,258,uc_s5.2,,,2423278687772141,B ơi bập bênh holla giá bnhieu,cầu trượt bập bênh 3 in 1 đang có giá 490k ạ,2020-06-13T09:26:16+0000
271,260,,,,2050793925013028,shop ơi,,2020-06-11T10:21:51+0000
272,260,,,uc_s4.2,2050793925013028,bên shop còn xe naddle 3 in1  k ạ,,2020-06-11T10:21:58+0000
273,261,,,,2050793925013028,https://www.facebook.com/1454523434857990/posts/2487941704849486/?d=n,,2020-06-14T08:38:39+0000
274,261,uc_s5.1,,,2050793925013028,Shop oie xe này bn ạ,,2020-06-14T08:38:44+0000
275,261,,silence,,2050793925013028,,,2020-06-14T08:41:52+0000
276,291,,,,2500067176780569,Bạn ơi,,2020-06-10T09:23:38+0000
277,291,,,uc_s4.1,2500067176780569,Bộ bàn lego còn ko bạn,,2020-06-10T09:23:44+0000
278,291,,,,2500067176780569,giá bao nhiêu ạ?,Sản phẩm bạn đang tìm có phải là?,2020-06-10T09:23:49+0000
279,291,,,,2500067176780569,Bộ Bàn Ghế,Có phải bạn muốn hỏi hãng sản xuất sau không ạ?,2020-06-10T09:24:47+0000
280,291,,,,2500067176780569,Không đúng!,"Sản phẩm  Bộ Bàn Ghế   có giá bán thấp nhất từ: *890,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",2020-06-10T09:24:57+0000
281,291,,,,1454523434857990,,,
282,292,uc_s5.2,,,2500067176780569,báo giá giúp mình ẦU TRƯỢT BẬP BÊNH HOLLA 3IN1,Sản phẩm bạn đang tìm có phải là?,2020-06-15T07:55:13+0000
283,292,,,,2500067176780569,Cầu Trượt,"Sản phẩm  Cầu Trượt hãng sản xuất Holla  có giá bán thấp nhất từ: *1,982,500 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",2020-06-15T07:56:01+0000
284,292,,silence,,1454523434857990,,,
285,292,,,,2500067176780569,không phải bạn ơi,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,2020-06-15T07:57:27+0000
286,292,,,,2500067176780569,HOLLA 3IN1 b ơi,"Sản phẩm  Cầu Trượt hãng sản xuất Holla  có giá bán thấp nhất từ: *1,982,500 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",2020-06-15T07:57:41+0000
287,292,,,,1454523434857990,,,
288,296,,,uc_s4.1,1552317654789605,nhà chị còn thanh chắn giường ko?,"Thanh chắn giường UMOO có giá cụ thể như sau:

1m6 giá 370K / thanh
1m8 giá 400K / thanh
2m giá 430K/ thanh
2m2 460k/thanh


Video sản phẩm tham khảo tại đây: https://www.facebook.com/1454523434857990/posts/2191678854475774?sfns=mo",2020-06-14T10:43:53+0000
289,296,,,,1552317654789605,cho e 1 thanh 2m nhé,,2020-06-16T01:13:41+0000
290,296,,shipping_order,,1552317654789605,ship về Phương mai cho e,,2020-06-16T01:13:51+0000
291,296,,,,1552317654789605,Ship sau 5h chiều đc ko chị?,sr b mk hết hàng r ạ,2020-06-16T01:14:03+0000
292,296,,,,1552317654789605,,,2020-06-16T01:43:12+0000
293,308,,,,3090170581060440,Bắt đầu,,2020-06-16T02:10:46+0000
294,308,,,,3090170581060440,,"Chào Nguyen Thuy Dung, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-06-16T02:10:50+0000
295,308,uc_s5.1,,,3090170581060440,cho m xin giá bộ này ah,"Sản phẩm Bàn học, bản chơi lắp ghép Lego cao cấp  hiện shop đang có mức giá: *995,000 VND (giá gốc 1,750,000 VND)*.",2020-06-16T02:10:55+0000
296,308,,,,1454523434857990,,,
297,308,,,,3090170581060440,32 miếng sếp ah shiop,vâng,2020-06-16T02:12:56+0000
298,308,,,,1454523434857990,,870k b ạ,
299,311,,,,3378698615474077,Get Started,"Chào Đào Nguyễn, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-06-16T02:29:12+0000
300,311,uc_s5.2,,,3378698615474077,Shop cho mình hỏi xe đẩy vinng bn?,"Sản phẩm  Xe Đẩy hãng sản xuất Vinng  có giá bán thấp nhất từ: *1,390,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",2020-06-16T02:29:30+0000
301,311,,other,,1454523434857990,,,
302,311,,,,3378698615474077,Mình hỏi xe đẩy đảo chiều gấp gọn,,2020-06-16T02:31:27+0000
303,311,,,,3378698615474077,,mình còn mẫu khác thôi ạ,2020-06-16T02:31:32+0000
304,311,,,,1454523434857990,,"Sản phẩm Xe đẩy đảo chiều gấp gọn VINNG  hiện shop đang có mức giá: *1,390,000 VND (giá gốc 2,500,000 VND)*.",
305,311,,,,1454523434857990,,,
306,311,,silence,,3378698615474077,Có màu đỏ ko shop?,https://facebook.com/1454523434857990_2490314381278885,2020-06-16T02:32:13+0000
307,311,,,,1454523434857990,,mk còn mẫu này thôi ạ,
308,316,,,,1686670464705634,,,2020-06-16T02:41:41+0000
309,316,,,,1686670464705634,Shop còn k ạ,mình còn ạ,2020-06-16T02:41:44+0000
310,316,,,,1686670464705634,Giá sao v shop,,2020-06-16T04:10:34+0000
311,316,,,,1686670464705634,Ship về qng ah,riêng máy alf 1510k,2020-06-16T04:10:43+0000
312,316,,,,1454523434857990,,thêm tiệt trùng là 1710k ạ,
313,316,,,,1686670464705634,Ship tỉnh giá sao an,,2020-06-16T04:11:51+0000
314,316,uc_s5.1,,,1686670464705634,Máy này tiệt trùng đc bnhiu bình sữaaj,"Dạ địa chỉ này Vu Duyen vui lòng chuyển khoản 50% hoặc 100% giá trị đơn hàng dùm mình-bên mình gửi VIETELL
Bạn ck tiền hàng - tiền ship bạn thanh toán khi nhận ạ .
Hoặc bạn đặt shopee nếu cần COD
https://shopee.vn/shopgaubingo
https://shopee.vn/quan01683242286
HOẶC
Tiki : https://tiki.vn/cua-hang/gau-bi-ngo",2020-06-16T04:12:32+0000
315,324,,silence,,2892220344222201,Get Started,"Chào Tô Thủy, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-06-16T08:24:46+0000
316,324,,,,2892220344222201,,,2020-06-16T08:24:56+0000
317,324,,silence,,2892220344222201,,,2020-06-16T08:25:00+0000
318,324,,,,2892220344222201,Shop còn xe này ko ạ,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-06-16T08:25:07+0000
319,324,,,,1454523434857990,,,
320,324,,,,1454523434857990,,...,
321,324,,,uc_s4.1,2892220344222201,Shop ko còn loại xe t gửi à,Sản phẩm bạn đang tìm có phải là?,2020-06-16T08:26:09+0000
322,324,,,,2892220344222201,,,2020-06-16T08:26:56+0000
323,324,,,,2892220344222201,Xe như này mà shop,mình ko còn ạ,2020-06-16T08:27:03+0000
324,324,,,,2892220344222201,,,2020-06-16T08:27:16+0000
325,343,,,,2437026813066784,Bắt đầu,"Chào Thanh Bui, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-06-17T05:19:24+0000
326,343,uc_s5.1,,,2437026813066784,Cho biết  giá  của  ghế,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",2020-06-17T05:19:53+0000
327,343,,,,2437026813066784,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-06-17T05:21:57+0000
328,343,,,,1454523434857990,,,
329,343,,,,1454523434857990,,...,
330,347,,,,3902067819863342,Get Started,"Chào Như Lài, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-06-17T06:35:57+0000
331,347,,,,3902067819863342,,Bạn đang tìm kiếm thông tin gì ạ?,2020-06-17T06:36:04+0000
332,347,uc_s5.1,,,3902067819863342,Cho e hoi tham nay giá bao nhiu zay shop,"Sản phẩm CẦU TRƯỢT BẬP BÊNH HOLLA 3IN1  hiện shop đang có mức giá: *550,000 VND (giá gốc 800,000 VND)*.",2020-06-17T06:36:19+0000
333,347,,silence,,1454523434857990,,,
334,347,,,,3902067819863342,Cho e xin giá tham,,2020-06-17T06:39:15+0000
335,347,,,,3902067819863342,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-06-17T06:39:23+0000
336,347,,silence,,1454523434857990,,,
337,347,,,,1454523434857990,,...,
338,347,,,,1454523434857990,,dạ thảm 330k ạ,
339,361,uc_s5.2,,,3103396669686392,Xin giá xe đấy đảo chiều Tomorow?,dạ 1300k ạ,2020-06-17T10:49:00+0000
340,364,,,,4272049099473736,Chào bạn ạ,,2020-06-17T11:31:53+0000
341,364,,,,4272049099473736,bạn ơi bạn cho mình hỏi,,2020-06-17T11:31:57+0000
342,364,,,,4272049099473736,,,2020-06-17T11:32:05+0000
343,364,uc_s5.1,,,4272049099473736,mẫu xe này giá bn ạ?,dạ 1290k ạ,2020-06-17T11:32:12+0000
344,364,,,,4272049099473736,Dạ,,2020-06-18T01:57:33+0000
345,364,uc_s5.1,,,4272049099473736,Giá này đã bao gồm đai bảo vệ chưa ạ?,dạ gồm r b ạ,2020-06-18T01:57:45+0000
346,364,,,,4272049099473736,Dạ,,2020-06-18T01:59:11+0000
347,364,,,,4272049099473736,Bạn ơi,,2020-06-18T01:59:13+0000
348,364,,,,4272049099473736,Mình ở HN thì ship là bn ạ?,cho mk đc cụ thể,2020-06-18T01:59:22+0000
349,364,,,,4272049099473736,"Dạ, mình ở Phạm Huy Thông, Ngọc Khánh, Ba Đình, HN ạ",,2020-06-18T02:01:18+0000
350,364,,,,4272049099473736,Bạn ktra giúp mình,dạ ship 35k b ạ,2020-06-18T02:01:24+0000
351,364,,,,4272049099473736,Dạ,,2020-06-18T02:01:50+0000
352,364,,,,4272049099473736,Bên bạn còn màu đỏ ko ạ?,mk còn ạ,2020-06-18T02:01:56+0000
353,364,,silence,,4272049099473736,Bạn đợi mình xíu nhé,,2020-06-18T02:03:32+0000
354,364,,,,4272049099473736,Mình hỏi lại màu r báo bạn ạ,okie b nhe,2020-06-18T02:03:38+0000
355,378,uc_s5.1,silence,,1882167655225013,Xe này nặng bn kg hả shop?,Sản phẩm bạn đang tìm có phải là?,2020-06-18T06:48:20+0000
356,378,uc_s5.1,,,1882167655225013,Xe này bn cân bạn,Sản phẩm bạn đang tìm có phải là?,2020-06-18T06:49:05+0000
357,379,,,,2989458507819393,E muốn đặt 1 xe này màu vàng,,2020-06-17T08:29:31+0000
358,379,,,,2989458507819393,Bên shop có sẵn k ạ,mai bên mk về ạ,2020-06-17T08:29:41+0000
359,379,,,,1454523434857990,,b cần giao ve đâu ah],
360,379,,,,2989458507819393,Vâng ship cho e đến số 39 ngõ 140 nghĩa dũng ạ,ship 30k nha b,2020-06-17T08:30:14+0000
361,379,,,,1454523434857990,,cho mk sdt,
362,379,,,,2989458507819393,0829939331 sđt mình đây ạ,,2020-06-17T08:30:57+0000
363,379,uc_s5.1,,,2989458507819393,Xe này giá bn bạn nhỉ,oki b,2020-06-17T08:31:04+0000
364,379,,,,1454523434857990,,dạ 520k ạ,
365,379,,,,2989458507819393,Vâng thế ship đến nơi bạn cứ gọi cho mình nhé,ok b,2020-06-17T08:33:05+0000
366,379,,,,1454523434857990,,sr b xe bên mk còn màu xanh thôi ạ,
367,379,,,,2989458507819393,Khi nào thì có màu vàng ạ :(,mình chưa có lịch ve ạh,2020-06-17T08:37:28+0000
368,379,,,,2989458507819393,Trước 28/6 sẽ k có đúng k ạ,mình chưa có lịch về ý ạ,2020-06-17T08:40:06+0000
369,379,,,,2989458507819393,Thế mình lấy màu xanh cũg đc ạ,ok b,2020-06-17T08:44:47+0000
370,379,,,,2989458507819393,Khi nào bên bạn ship ạ,Chiều hàng về mk giao b nhé,2020-06-18T06:09:44+0000
371,379,,other,,1454523434857990,,Trc 6h dk k ạ vì tầm đó hàng bên mk ms ve,
372,379,,,,2989458507819393,Đc bạn nhé,oki b,2020-06-18T06:41:52+0000
373,389,,other,uc_s4.1,1803470979778000,E ơi còn thanh chặn cửa ko e?,"Thanh chắn cửa/ cầu thang an toàn có giá 520K/ thanh Nga Hong Mai nhé

Có thể điều chỉnh chiều ngang từ 74cm tới 83cm (cao 77cm). Nếu thiếu mua thêm thanh nối 12cm giá 140K / thanh nối 36cm giá 280K nhé

Xem chi tiết các kích thước cửa cần lắp tại đây: https://www.facebook.com/1454523434857990/posts/2089132531397074/

Lắp đặt cực đơn giản xem tại đây: 
https://www.facebook.com/watch/?v=2169930109731549",2020-06-18T13:16:52+0000
374,406,,,,2482724818405016,Có nệm mái che đầy đủ k ạ,Sản phẩm bạn đang tìm có phải là?,2020-06-19T05:05:46+0000
375,406,,silence,,2482724818405016,Là xe Tomorrow ấy,,2020-06-19T05:07:05+0000
376,406,,,,2482724818405016,Shop cho biết thông tin đi ạ để em đặt xe của shop mình bên shope,mk hết pkien r ạ,2020-06-19T06:50:43+0000
377,406,,,,1454523434857990,,còn mẫu ko kèm pk 1060k,
378,406,,,,2482724818405016,Mẫu 1060k k có màn che luôn phải k ạ,ko b ạ,2020-06-19T06:51:54+0000
379,406,,thank,,2482724818405016,Đặt shopee hay đặt ở đây giao nhanh hơn ạ,,2020-06-19T08:32:02+0000
380,406,,,,2482724818405016,"M1.21-05 Jamona city, đường đào trí, phú thuận, quận 7 tp hcm",như nhau thôi ạ,2020-06-19T08:32:45+0000
381,406,uc_s5.1,,,2482724818405016,Tiền ship xe đó vào địa chỉ đó bao nhiêu ạ,khoảng trên dưới 120k b ạ,2020-06-19T08:51:33+0000
382,406,,,,2482724818405016,Shop tính giúp ak,,2020-06-19T08:52:01+0000
383,406,,,,2482724818405016,Em đặt luôn ạ,bạn ck hay đặt shopee ạ,2020-06-19T08:52:14+0000
384,406,,,,2482724818405016,Ship cod ạ,nếu cần cod bạn đặt qua shopee dùm mk,2020-06-19T08:53:25+0000
385,406,,,,2482724818405016,,vâng ạ,2020-06-19T08:57:35+0000
386,406,,,,2482724818405016,Shop ghi thêm giúp em thêm sđt này nữa lỡ k gọi đc 0912104497 do nhà em hay mất sóng,,2020-06-19T08:58:28+0000
387,406,,,,2482724818405016,Shop ship nhanh giúp em nhé,dạ vận chuyển là do shopee giao b ạ,2020-06-19T09:01:56+0000
388,406,,,,1454523434857990,,mk k tham gia vào vận chueyenr dk ạ,
389,406,,,,2482724818405016,,,2020-06-19T09:14:18+0000
390,409,uc_s5.1,,,2205163992876378,Ib m giá xe này shop ơi,,2020-06-19T10:17:03+0000
391,409,,,,2205163992876378,https://www.facebook.com/1454523434857990/posts/2491958467781143/,,2020-06-19T10:17:06+0000
392,441,uc_s5.2,,,2515501468512576,Xe đẩy tomorrow giá bn shop?,mih ko còn ạ,2020-06-20T16:19:20+0000
393,443,,,,2896458623786240,Có ai chat được bây giờ không?,,2020-06-20T17:50:46+0000
394,443,uc_s5.1,,,2896458623786240,Cho em hỏi giá xe tập đi ạ,cho mk ảnh sp ạ,2020-06-20T17:50:59+0000
395,443,,,,2896458623786240,EMm hỏi xe tập đi ạ,,2020-06-22T02:03:57+0000
396,443,,,,2896458623786240,hôm qua chắc bên shop nghỉ nên em mua bên khác. Lần sau ủng hộ shop sau nhé. em cảm ơn!,vâng ạ,2020-06-22T02:04:33+0000
397,444,uc_s5.1,,,2893445347386631,Em lấy luôn 2 mã này shop tính tiền luôn giúp em nhé,https://shopee.vn/%C4%90ai-xe-m%C3%A1y-c%C3%B3-ph%E1%BA%A3n-quang-m%E1%BA%ABu-m%E1%BB%9Bi-2019-i.36371562.2435092373,2020-06-18T07:15:15+0000
398,444,,silence,,1454523434857990,,đai mk còn mẫu này,
399,444,,,,1454523434857990,,mk còn đủ 2 màu,
400,444,,,,1454523434857990,,3390+139+130=3659k sj,
401,444,,,,2893445347386631,Em lấy màu xanh ạ,vâng,2020-06-18T07:22:14+0000
402,444,,,,2893445347386631,,,2020-06-18T10:19:43+0000
403,444,,,,2893445347386631,Shop xem nhận đc chưa ạ,,2020-06-18T10:20:18+0000
404,444,,,,2893445347386631,Em ko lấy bộ quay nhựa với đai thôi ạ,,2020-06-18T10:20:58+0000
405,444,,,,2893445347386631,Bộ đồ chơi em ko lấy nữa ạ,,2020-06-18T10:21:19+0000
